Title,Rating,Votes,Duration,Genre
Abar Arownne Din Ratri,8,9,1.85,Adventure
Longe da Estrada,6,9,1.133333333,Adventure
Applepictures the Poseidon Legacy,6.6,20,1.4,Adventure
Novogodniy ekspress,6.8,10,0.783333333,Adventure
The Ballad of Straw Hat Sam,8.5,13,0.75,Adventure
Il ricercatore,6.4,9,1.183333333,Adventure
The Kingfish 2,7.9,12,1.2,Adventure
Selebryata,3.6,21,1.55,Adventure
Whites Only: Ade's Extremist Adventure,6.7,30,1.083333333,Adventure
Qianhe xiansheng,4.4,5,1.366666667,Adventure
YA - medved,5.1,62,1.616666667,Adventure
The Long Quiet,9.4,5,1.566666667,Adventure
Skazochnyy patrul. Shou prodolzhayetsya,7.2,11,1.083333333,Adventure
Tayna Chyornoy Ruki,5.7,24,1.4,Adventure
Beyaz Zenciler: Yapim Asamasi,8.6,5,0.916666667,Adventure
Turbozavry. God drakona,8.7,46,0.8,Adventure
Chyortov kamen,4,24,1.75,Adventure
IF,6.4,61000,1.733333333,Animation
Spermageddon,5.4,1700,1.333333333,Animation
Memoir of a Snail,7.8,21000,1.583333333,Animation
Mars,6.8,34,1.4,Animation
Mononoke the Movie: The Phantom in the Rain,6.7,1500,1.483333333,Animation
Boys Go to Jupiter,7,167,1.5,Animation
The Remarkable Life of Ibelin,8.2,13000,1.716666667,Animation
Look Back,7.8,17000,0.966666667,Animation
The Glassworker,7.2,2100,1.633333333,Animation
Haikyu!! The Dumpster Battle,7.7,6800,1.416666667,Animation
The Colors Within,7.1,1300,1.683333333,Animation
Uma Musume: Pretty Derby - Beginning of a New Era,7.4,249,1.8,Animation
White Snake: Afloat,6.9,634,2.216666667,Animation
Piece by Piece,6.9,6700,1.55,Animation
The Most Precious of Cargoes,7.1,1700,1.35,Animation
Blue Lock: Episode Nagi,6.6,2800,1.516666667,Animation
Grand Theft Hamlet,6.9,2300,1.483333333,Animation
Re: Zero - Starting Life in Another World- Season 3 Episode 1 90-minute Special 'Theatrical Malice',8.8,1400,1.5,Animation
Detective Conan: The Million-Dollar Pentagram,6.7,1700,1.85,Animation
10 Lives,6,2200,1.466666667,Animation
Super-Charlie,5.7,219,1.366666667,Animation
Le parfum d'Irak,7.9,54,1.583333333,Animation
Frida,7.5,1600,1.45,Animation
Sanatorium Under the Sign of the Hourglass,5.4,143,1.25,Animation
Out of the Nest,6.5,144,1.4,Animation
(S)KiDS,8.2,164,1.416666667,Animation
Trapezium,6.2,180,1.583333333,Animation
Lesbian Space Princess,7.1,243,1.45,Animation
Johnny Puff: Secret Mission,4.8,490,1.45,Animation
The Night Before Christmas in Wonderland,6.3,532,1.333333333,Animation
Hola Frida,6.9,69,1.366666667,Animation
Savages,6.8,502,1.45,Animation
Given 3: To the Sea,7.6,206,1.333333333,Animation
Angelo dans la forêt mystérieuse,6.1,150,1.35,Animation
Rafadan Tayfa: Kapadokya,6.5,150,1.4,Animation
Ghost Cat Anzu,6.6,913,1.616666667,Animation
The Quintessential Quintuplets Specials 2,6.8,200,0.766666667,Animation
From Ground Zero,7.9,590,1.866666667,Animation
Double Tuckerr,5.2,1500,2,Animation
"Die Heinzels: Neue Mützen, Neue Mission",6,114,1.266666667,Animation
Into the Mortal World,7,257,1.966666667,Animation
Boonie Bears: Time Twist,5.9,186,1.75,Animation
Given the Movie: Hiiragi Mix,7.6,286,1.166666667,Animation
SuperKlaus,4.3,218,1.466666667,Animation
Among Neighbors,9.6,53,1.666666667,Animation
The Proud Princess,6.3,159,1.4,Animation
Living Large,6.9,198,1.333333333,Animation
Peppa's Cinema Party,4.9,159,1.083333333,Animation
Sabbath Queen,7.9,71,1.75,Animation
God with Three Eyes,5.7,33,1.866666667,Animation
Fureru,6.1,73,1.783333333,Animation
Terra Incognita 1901,5.2,72,1.3,Animation
DreadClub: Vampire's Verdict,5,80,1.466666667,Animation
The Storm,6.1,148,1.7,Animation
Quo Vadis,7.6,807,1.5,Animation
Mariposas Negras,7,80,1.383333333,Animation
Slocum et moi,7.1,99,1.25,Animation
Where the Robots Grow,2.6,541,1.466666667,Animation
Schirkoa: In Lies We Trust,5.5,174,1.716666667,Animation
Tobias and the Arcane Merchant,8.9,50,2.783333333,Animation
TWST: Things We Said Today,7,70,1.433333333,Animation
Heartsping : Teenieping of Love,7.3,34,1.26,Animation
Ugly Sweater,5.9,20,1.333333333,Animation
"Ado SPECIAL LIVE ""Shinzou"" in Cinema",9,59,2.333333333,Animation
A Few Moments of Cheers,7.1,65,1.133333333,Animation
Rock Bottom,6.3,72,1.433333333,Animation
Detective Conan vs. Kid the Phantom Thief,6.1,175,1.35,Animation
The Formula for Water,4.6,39,1.433333333,Animation
Jin Ling Yu Mao,5.3,32,1.616666667,Animation
Ganbatte Ikimasshoi,5.3,17,1.583333333,Animation
Bocchi the Rock! Recap Part 1,7.5,217,1.5,Animation
Woolina and the No Birds,8.2,53,1.333333333,Animation
Mustafa,6.9,77,1.25,Animation
Olivia & the Clouds,7.1,70,1.35,Animation
Hello My Beautiful Creatures,6.8,177,2.366666667,Animation
Nie Xiaoqian,6.4,20,1.866666667,Animation
Lilla spöket Laban spökar igen,6.1,34,0.733333333,Animation
Luntik. Vozvrashchenie domoy,6.4,86,1.18,Animation
PAPmusic - Animation for Fashion,1,204,1.416666667,Animation
Norbert,6.8,18,1.25,Animation
Il segreto di Liberato,7.2,234,1.5,Animation
Ya Boy Kongming! Road to Summer Sonia,7.3,46,1.983333333,Animation
"Robotia, the Movie",7.4,35,1.433333333,Animation
Motu Patlu & The Race to the Diamond Valley,7.9,29,1.2,Animation
Bocchi the Rock! Recap Part 2,7.4,156,1.283333333,Animation
Yumi's Cells: The Movie,6.3,55,1.55,Animation
Jon Vardar protiv Galaksijata,8.2,79,1.433333333,Animation
The Greatest Surf Movie in the Universe,4.7,9,1.35,Animation
Bartali's Bicycle,7.5,10,1.333333333,Animation
Uma & Haggen: Mitos,7.4,61,1.566666667,Animation
Rocket Club: Across the Cosmos,7.5,22,1.133333333,Animation
Pleasant Goat and Big Big Wolf: The World Guardians,6.6,17,1.6,Animation
Arne Alligator och djungelkompisarna,4.6,53,1.016666667,Animation
Transformers: 40th Anniversary Event,7.2,31,1.6,Animation
Kuramerukagari,5.9,91,1.016666667,Animation
Maxxie LaWow: Drag Super-shero,7.5,341,1.9,Animation
Animal Tales of Christmas Magic,6.8,53,1.2,Animation
Rhythm of a Flower,7.3,15,1.35,Animation
Motu Patlu & The Rise of Zombies,6.9,17,1.233333333,Animation
Astra,6.8,9,1.333333333,Animation
Code Geass: Rozé of the Recapture - Part 1,7.6,47,1.233333333,Animation
Sunburnt Unicorn,7.7,13,1.35,Animation
Riki Rhino: The Bird Kingdom,5.3,25,1.816666667,Animation
Luv You Shankar,5.9,46,2,Animation
Love Live! Nijigasaki High School Idol Club Final Chapter Part 1,7,18,0.983333333,Animation
Dinonauts,5.9,8,1.283333333,Animation
Bizarros Peixes das Fossas Abissais,7.6,16,1.25,Animation
"Hey, Tete",6.4,9,2.516666667,Animation
Code Geass: Rozé of the Recapture: Part 2,7.7,33,1.266666667,Animation
Zuzubalândia: O Filme,6,12,1,Animation
Velký Pán,6.8,11,1.216666667,Animation
Iris the Movie: Full Energy!!,7.3,9,1,Animation
Ninja Doomscrolling,8.1,104,1.6,Animation
Animal Adventures: Save the Forest,7.7,34,1.416666667,Animation
Gujeyeog-eseo sal-a dol-aon dwaeji,5,15,1.75,Animation
Nasreddin Hoca: Zaman Yolcusu - Kadim Medeniyetler,7.7,12,1.3,Animation
The Car Acrobatic Team Saga,7.2,12,1.866666667,Animation
Bob a Bobek ve filmu: Na stope Mrkvojeda,7,38,1.333333333,Animation
Sirds likums,6.7,18,1.083333333,Animation
Code Geass: Rozé of the Recapture: Part 4,6.6,19,1.166666667,Animation
2475 Dawn of Revolution,6.3,153,2.116666667,Animation
Code Geass: Rozé of the Recapture: Part 3,7.2,29,1.266666667,Animation
Ekip: Siberay - Günes Firtinasi,6,14,1.2,Animation
Balentes,7.4,8,1.166666667,Animation
Bie ba zuo wen dang hui shi er,7.2,12,1.483333333,Animation
Young doctor's notes,3.5,7,1.433333333,Animation
Saturday Night,6.9,35000,1.816666667,History
I'm Still Here,8.2,118000,2.283333333,History
5-Sep,7.1,29000,1.583333333,History
Small Things Like These,6.7,29000,1.633333333,History
The Apprentice,7.1,63000,2.033333333,History
Harvest,6,924,2.216666667,History
The Girl with the Needle,7.5,16000,2.05,History
Queer,6.4,25000,2.283333333,History
The Six Triple Eight,6.7,29000,2.116666667,History
Joy,7.1,10000,1.916666667,History
The Devil's Bath,6.6,7100,2.016666667,History
Unfrosted,5.5,36000,1.616666667,History
Reagan,6.1,12000,2.35,History
Vermiglio,6.9,5500,1.983333333,History
The Children's Train,7.4,8400,1.766666667,History
Apocalypse in the Tropics,7.6,1700,1.833333333,History
Bonhoeffer: Pastor. Spy. Assassin.,6.2,4100,2.216666667,History
Intoxicated by Love,8.5,14000,1.966666667,History
Bibi Rajni,8.5,752,2.383333333,History
Grand Tour,6.5,2300,2.15,History
Being Maria,6.1,920,1.666666667,History
Maidaan,7.9,23000,3.016666667,History
Quisling: The Final Days,7.1,1400,2.433333333,History
Maharaj,6.5,15000,2.183333333,History
Bir Cumhuriyet Sarkisi,7.4,1500,2.133333333,History
Escape from Germany,5.4,1100,1.616666667,History
Goebbels and the Führer,6.7,2800,2.25,History
"From Hilde, with Love",6.9,1300,2.083333333,History
Waves,7.8,2100,2.183333333,History
Before Dawn,5.4,1200,1.683333333,History
Gloria!,6.5,1100,1.766666667,History
Six Days in August,4.9,175,2,History
The Flood,6.4,387,1.683333333,History
Witch,4.9,1400,1.783333333,History
Atomic People,8.3,176,1.5,History
In Her Place,6.3,7200,1.6,History
Battlefield,6.2,735,1.733333333,History
The New Year That Never Came,8.1,5700,2.3,History
Shirley,6.2,3400,1.95,History
Apollo 13: Survival,7.4,2600,1.633333333,History
Ei koskaan yksin,7,503,1.416666667,History
Limonov: The Ballad of Eddie,5.9,1200,2.3,History
Meeting with Pol Pot,6.4,525,1.866666667,History
Liza: A Truly Terrific Absolutely True Story,7.5,562,1.733333333,History
ABBA: Against the Odds,7.3,659,1.5,History
Unsinkable,5.7,171,1.666666667,History
Vindication Swim,5.9,232,1.633333333,History
The Damned,5.4,974,1.483333333,History
Shivrayancha Chhava,7,430,1.333333333,History
Seize Them!,5.1,1300,1.516666667,History
Einstein and the Bomb,6.2,4200,1.266666667,History
Ataturk II: 1881-1919,8.8,2500,2.35,History
Le quatrième mur,6.4,188,1.933333333,History
Lula,5.5,208,1.5,History
The Volunteers: The Battle of Life and Death,6.1,303,2.4,History
Witches,7.4,1400,1.5,History
The Great Ambition,7.1,1000,2.05,History
Accident or Conspiracy: Godhra,7.4,792,2.216666667,History
Becoming Madonna,6.8,478,1.516666667,History
Something to Stand for with Mike Rowe,8.5,313,1.6,History
The Commandant's Shadow,7.3,1200,1.716666667,History
Landesverräter,5.6,124,1.866666667,History
Mysteries of the Terracotta Warriors,6.7,1700,1.283333333,History
Color of Victory,6.1,40000,2.616666667,History
From Darkness to Light,7.4,254,1.8,History
Chhava,8.4,2300,0.85,History
Bardejov,4.8,184,1.416666667,History
Ae Watan Mere Watan,4.7,1400,2.216666667,History
Bushido,6.9,531,2.15,History
In Search of Darkness 1990-1994: A Journey Into Iconic '90s Horror,8,177,6.05,History
Louise Violet,6.5,295,1.8,History
Yatra 2,6.2,9700,2.2,History
Madame Durocher,6.6,43,1.816666667,History
Silver Star,7.4,19,1.7,History
Bröderna Andersson,7.2,141,1.4,History
Red Poppies,4.7,355,2.033333333,History
A Country Called Ghana,6.4,37,1.45,History
Blur: To the End,7.2,795,1.733333333,History
Drop Dead City,8.2,41,1.8,History
Simona Kossak,6,417,1.666666667,History
Ernest Cole: Lost and Found,7.3,440,1.75,History
House of Ga'a,4,492,1.983333333,History
This Is the Goat!,5.4,382,1.666666667,History
An American Bombing: The Road to April 19th,6.8,948,1.783333333,History
The Embers,6.3,109,2.7,History
Boat,5.4,1000,2.1,History
John Brown the Advocate,8.9,14,1.1,History
Kupu-Kupu Kertas,6.5,231,1.883333333,History
Drava se ne predaje,7.1,17,1.266666667,History
Zeitgeist: Requiem,7.9,33,1.5,History
Die Ermittlung: Oratorium in 11 Gesängen,7.6,180,4.016666667,History
America's Burning,6,127,1.383333333,History
Ennio Doris - C'è anche domani,4.6,110,1.5,History
Kasoombo,8.3,640,2.6,History
Mi Ilustrísimo Amigo,9.8,6,1.333333333,History
Housewife of the Year,7.4,84,1.35,History
Sadik Ahmet,7.6,446,2.083333333,History
Patrice: The Movie,8.2,243,1.7,History
Blood'less' Revolution,6.7,327,1.716666667,History
Janis Ian: Breaking Silence,7.8,166,1.9,History
"True Chronicles of the Blida Joinville Psychiatric Hospital in the Last Century, when Dr Frantz Fanon Was Head of the Fifth Ward between 1953 and 1956",6.7,51,1.5,History
Memoir Seorang Guru,7.1,138,2,History
The Shadow,6.4,288,1.5,History
Drama 1882,9.1,22,0.75,History
Obraz,7.4,28,1.583333333,History
Tears of Blood,9.7,8,1.466666667,History
Ecce Homo Brâncoveanu,6.9,166,1.533333333,History
Hope of Escape,7.8,47,1.516666667,History
The Fall of 2008,5.8,12,1.016666667,History
Gadera,5.1,51,1.8,History
Lafran,8.4,20,1.65,History
Taghiev: Oil,9.2,94,2,History
Guadalupe: Mother of Humanity,6.9,43,1.7,History
Giannis in the Cities,6.9,28,1.5,History
Yakamoz,6.7,20,1.6,History
Cinta Dari Timor,5.3,24,1.366666667,History
"Carville: Winning Is Everything, Stupid",7.2,283,1.633333333,History
Le choix du pianiste,6.2,16,1.766666667,History
Burgemeestersmoord,6.5,89,1.9,History
Meet the Roman Emperor with Mary Beard,7.7,52,0.983333333,History
Los indomables,6.5,9,1.766666667,History
Sinhabahu,6.4,99,1.866666667,History
Village of Death: Oradour-sur-Glane 1944,7.8,17,0.966666667,History
Solos en la noche,4.8,107,1.466666667,History
Bach - Ein Weihnachtswunder,6.2,173,1.483333333,History
Sragaal,8.5,21,2.333333333,History
All or Nothin',7.8,33,1.583333333,History
Myall Creek Day of Justice,6.4,17,1.3,History
Ainda Somos os Mesmos,5.9,48,1.5,History
Last Flamingo of the Red Summer Sunset,8.8,14,1.333333333,History
Zhi Ci Qing Lv,6.6,51,1.483333333,History
Aquarius,6.4,26,1.25,History
Ett hjärta är alltid rött,7.1,406,1.716666667,History
Ray of Hope,7.5,13,1.75,History
Lulu in Turin,8.5,6,1.266666667,History
The Haka Party Incident,7.1,15,1.5,History
Paul Anka: His Way,7.3,12,1.666666667,History
Onihei Hankacho: Ketto,6.3,17,1.85,History
I am Al Ittihad,5,232,1.5,History
Bloodspawn,6.6,14,1.266666667,History
The Birth of Korea,4.9,131,1.683333333,History
North Korea: Dark Secrets,5.8,84,1.316666667,History
"Colón ADN, su verdadero origen",6.4,54,1.766666667,History
"À l'école de l'universel: Germaine Le Goff, l'histoire d'une pionnière",6.8,6,0.883333333,History
Powstaniec 1863,5.3,149,1.916666667,History
Pol Pot Dancing,7.1,14,1.7,History
Triumf,7.3,9,1.883333333,History
The Words Women Spoke One Day,7.4,7,1.4,History
Vremya vernutsya,6.8,22,1.666666667,History
Die Mutigen 56 - Deutschlands längster Streik,6.5,11,1.5,History
Azerbaijan Atabeyler,7.9,8,1.666666667,History
"Gaza, since October 7",4.6,7,1.566666667,History
"Zeme, kas dzied",6.4,92,2.5,History
Who Killed Lawrence of Arabia?,6.5,32,1.666666667,History
Churchill's Forgotten War,7.5,16,0.783333333,History
And the Balls Roll On...: The Real Story of the Beautiful Game of Skee-Ball,9,6,1.55,History
Nebesko,5.1,11,1.216666667,History
C'era una volta il Derby Club,7.4,17,1.5,History
Fast Track: Taking on the Speedway,9.4,9,0.583333333,History
Iyunskaya polyn,8.7,7,1.316666667,History
Krigsvarsleren,7.8,8,0.916666667,History
The Canal Map of Britain,6.8,10,0.983333333,History
Ek Chilte Jol,9.2,13,1.983333333,History
On Moral Grounds,8.4,7,1.233333333,History
Xun zhao tang de zhang,7.8,16,1.55,History
The Man Outside,7.6,12,1.166666667,History
"Georges Pompidou, la cruauté du pouvoir",6.5,7,1.733333333,History
Alien: Romulus,7.1,261000,1.983333333,Horror
Nosferatu,7.2,227000,2.2,Horror
The Substance,7.2,332000,2.35,Horror
Heretic,7,181000,1.85,Horror
Longlegs,6.6,200000,1.683333333,Horror
Witchboard,5.7,362,1.866666667,Horror
Beetlejuice Beetlejuice,6.6,159000,1.75,Horror
Speak No Evil,6.8,117000,1.833333333,Horror
Smile 2,6.7,121000,2.116666667,Horror
Trap,5.8,149000,1.75,Horror
Presence,6.1,34000,1.4,Horror
The A-Frame,6.1,69,1.366666667,Horror
Went Up the Hill,6.4,178,1.666666667,Horror
Oddity,6.7,49000,1.633333333,Horror
MaXXXine,6.2,77000,1.716666667,Horror
Terrifier 3,6.3,54000,2.083333333,Horror
Kinds of Kindness,6.5,63000,2.733333333,Horror
A Quiet Place: Day One,6.3,159000,1.65,Horror
Animale,5.9,385,1.633333333,Horror
Jimmy and Stiggs,6.1,218,1.316666667,Horror
The Watchers,5.7,60000,1.7,Horror
Strange Harvest,6.6,401,1.566666667,Horror
Immaculate,5.8,56000,1.483333333,Horror
Get Away,5.3,8800,1.433333333,Horror
Apartment 7A,5.9,18000,1.783333333,Horror
Salem's Lot,5.6,37000,1.9,Horror
Shelby Oaks,5.4,353,1.65,Horror
Don't Move,5.8,42000,1.533333333,Horror
Night Swim,4.7,29000,1.633333333,Horror
Y2K,4.8,17000,1.516666667,Horror
Cuckoo,5.7,30000,1.7,Horror
The Rule of Jenny Pen,6.2,7600,1.733333333,Horror
Monster Island,5.2,1200,1.383333333,Horror
The Deliverance,5.1,24000,1.866666667,Horror
Traumatika,5.9,74,1.45,Horror
The First Omen,6.5,67000,1.983333333,Horror
The Shrouds,5.8,5600,2,Horror
The Master and Margarita,7.1,5400,2.6,Horror
Nightbitch,5.5,22000,1.65,Horror
Tarot,4.8,34000,1.533333333,Horror
Munjya,6.3,27000,2.05,Horror
The Strangers: Chapter 1,4.6,24000,1.516666667,Horror
Exhuma,6.9,25000,2.233333333,Horror
MadS,6.4,9600,1.483333333,Horror
In a Violent Nature,5.6,28000,1.566666667,Horror
A Sacrifice,5,6000,1.566666667,Horror
Time Cut,5,21000,1.516666667,Horror
Never Let Go,5.4,17000,1.683333333,Horror
Queen of Bones,4.7,368,1.5,Horror
Lisa Frankenstein,6.1,29000,1.683333333,Horror
The Platform 2,4.9,42000,1.65,Horror
Stree 2: Sarkate Ka Aatank,6.9,44000,2.45,Horror
Rumours,4.9,5500,1.733333333,Horror
The Beast Within,4.2,5600,1.616666667,Horror
Noise,6.1,200,1.55,Horror
Bramayugam,7.8,15000,2.316666667,Horror
Cellar Door,5.2,5100,1.616666667,Horror
Ick,5.8,376,1.55,Horror
Dirty Boy,7.6,49,1.633333333,Horror
Push,4.7,702,1.483333333,Horror
Frewaka,6.1,2000,1.716666667,Horror
The Balconettes,5.8,1700,1.733333333,Horror
Bagman,4.7,6900,1.55,Horror
I Don't Understand You,5.3,1100,1.616666667,Horror
Succubus,4.6,1500,1.716666667,Horror
Lembayung,6,804,2.05,Horror
The Exorcism,4.2,12000,1.583333333,Horror
The House on Laura Anne Dr.,5,969,1.25,Horror
Year 10,5.4,2100,1.6,Horror
Compulsion,6.2,44,1.43,Horror
Sting,5.7,18000,1.516666667,Horror
Dead Mail,6,2500,1.766666667,Horror
Afraid,5.2,15000,1.4,Horror
Die Alone,5.8,4200,1.5,Horror
Saint Clare,4.5,691,1.533333333,Horror
Humane,5.5,7800,1.55,Horror
Lowlifes,6.2,7000,1.5,Horror
The Ruse,7.2,562,1.75,Horror
The Soul Eater,5.8,3200,1.8,Horror
The Inheritance,4.7,3200,1.416666667,Horror
Imaginary,4.7,18000,1.733333333,Horror
Spin the Bottle,3.5,1100,2.066666667,Horror
Winnie-the-Pooh: Blood and Honey 2,4.6,12000,1.55,Horror
Things Will Be Different,5.2,3000,1.7,Horror
V/H/S/Beyond,5.8,10000,1.9,Horror
Black,7.1,3000,1.916666667,Horror
Grave Torture,6.2,3200,1.95,Horror
Daddy's Head,5.6,5700,1.533333333,Horror
Your Monster,6.4,6800,1.716666667,Horror
Outbreak,4.4,1400,1.466666667,Horror
House of Sayuri,6.3,419,1.8,Horror
Chime,6.4,2900,0.75,Horror
We Bury the Dead,6.3,153,1.566666667,Horror
The Radleys,5,3200,1.916666667,Horror
Ghost Train,5.1,85,1.566666667,Horror
The Wailing,6.1,1900,1.783333333,Horror
Sumala,5.8,1300,1.866666667,Horror
The Last Breath,4.7,2700,1.6,Horror
Vina: Before 7 Days,5.4,665,1.666666667,Horror
Consumed,3.7,715,1.483333333,Horror
The North Witch,4.3,143,1.333333333,Horror
Dead Talents Society,7,2900,1.85,Horror
The Vampire Next Door,4.7,843,1.833333333,Horror
Hold Your Breath,5.3,9200,1.566666667,Horror
Scurry,7.6,28,1.5,Horror
Stream,5.9,9600,2.05,Horror
The Twin,7.4,113,1.716666667,Horror
Shell,6.7,85,1.666666667,Horror
Grafted,5.6,2800,1.6,Horror
Devon,2.7,407,1.2,Horror
Bhool Bhulaiyaa 3,4.6,78000,2.633333333,Horror
Peripheral,7.8,58,1.466666667,Horror
The Corpse Washer,6.1,1400,1.783333333,Horror
Devils Stay,4.8,386,1.583333333,Horror
Blackwater Lane,4.6,2500,1.8,Horror
Beezel,4.9,1700,1.35,Horror
Milk & Serial,6.6,2800,1.033333333,Horror
Test Screening,6.8,72,1.533333333,Horror
Room Service,3.9,337,0.783333333,Horror
Pedro Páramo,6.3,3200,2.166666667,Horror
Else,5.4,579,1.7,Horror
Ba,5.8,141,1.316666667,Horror
The Front Room,4.6,6000,1.566666667,Horror
Outside,5.1,4900,2.366666667,Horror
Handling the Undead,5.3,4700,1.616666667,Horror
The Matriarch,8.1,208,1.366666667,Horror
Kryptic,4,683,1.7,Horror
#MissingCouple,5.3,828,1.55,Horror
The Dead Thing,4.7,1100,1.566666667,Horror
Pater Noster and the Mission of Light,7.1,152,1.6,Horror
The Witch: Revenge,5.3,906,1.666666667,Horror
Fear Cabin: The Last Weekend of Summer,3.6,34,1.283333333,Horror
Jhamkudi,6.6,1000,2.516666667,Horror
Desert Fiends,4.7,957,1.766666667,Horror
House of Spoils,5,4100,1.683333333,Horror
A Desert,5.6,663,1.716666667,Horror
The Severed Sun,4.9,449,1.333333333,Horror
The Mouse Trap,2.4,3700,1.333333333,Horror
Believer,4.6,472,1.8,Horror
You Can't Run Forever,4.5,4500,1.7,Horror
Parvulos,6.6,434,1.983333333,Horror
Death's Sonata,8.4,562,1.716666667,Horror
Little Bites,4.7,1400,1.75,Horror
Missing Child Videotape,5.5,272,1.733333333,Horror
Heresy,6.8,336,1.016666667,Horror
The Hunted,5.1,435,1.566666667,Horror
Love Me Dead,6.6,45,1.45,Horror
Up the Catalogue,8.2,13,1.2,Horror
Pechi,5.5,1600,1.833333333,Horror
Mr. Crocket,5.4,5000,1.466666667,Horror
Strange Frequencies: Taiwan Killer Hospital,7.2,76,1.516666667,Horror
Barda,4.6,756,1.65,Horror
Munkar,5.2,581,1.45,Horror
The Gesuidouz,6.7,100,1.55,Horror
Desert Road,6.8,169,1.5,Horror
Krazy House,4.8,1600,1.483333333,Horror
A Wedding Story,6.4,3400,1.833333333,Horror
1978,5,928,1.333333333,Horror
The McKinney Family Home Videos,4.9,43,1.133333333,Horror
The Painted,4.9,1200,1.416666667,Horror
Swap,2.7,444,1.433333333,Horror
The Demon Disorder,4.8,1400,1.433333333,Horror
Carved,4.4,2900,1.583333333,Horror
Killer Body Count,4.7,702,1.816666667,Horror
Chain Reactions,7.2,129,1.716666667,Horror
Shaitaan,6.5,55000,2.2,Horror
Pacific Fear,3.6,342,1.416666667,Horror
Out Come the Wolves,4.7,1800,1.433333333,Horror
The Blackwell Ghost 8,6.1,431,1.15,Horror
Bloodline Killer,4.3,5400,1.75,Horror
Stupid Games,4.2,452,1.433333333,Horror
The Ghost,6.3,133,1.533333333,Horror
Horror in the High Desert 3: Firewatch,5.4,793,1.466666667,Horror
Thayyal Machine,9.6,1000,1.516666667,Horror
Hauntology,3.7,385,1.716666667,Horror
Street Trash,4.5,1000,1.416666667,Horror
The Haunted Apartment: Miss K,5.6,542,1.716666667,Horror
Scared Shitless,6.1,228,1.266666667,Horror
In the Name of God,5.1,165,1.483333333,Horror
Siccin 7,4,1100,1.566666667,Horror
Old Wounds,7.4,17,1.816666667,Horror
Black Cab,4.1,1900,1.466666667,Horror
Conjuring the Cult,4.2,966,1.55,Horror
Tantra,4.9,2400,2.266666667,Horror
Here After,4.2,1900,1.55,Horror
Behave,2.7,237,1.466666667,Horror
Cursed,4.2,149,1.35,Horror
Bystanders,4,435,1.366666667,Horror
La Patasola,2.7,119,1.35,Horror
La damnée,4.2,122,1.333333333,Horror
Aranmanai 4,5,2400,2.466666667,Horror
Model House,4,1100,1.416666667,Horror
Mutants of Nature Cove,3.6,169,1.466666667,Horror
Dominion of Darkness,5.6,884,1.6,Horror
I'll Play Mother,4.7,117,1.8,Horror
The Train of Death,4.7,750,1.716666667,Horror
Sorop,5.4,271,1.716666667,Horror
Turno Nocturno,5.2,766,1.783333333,Horror
Sala Escura,4.5,32,1.583333333,Horror
Monster Mash,3.5,472,1.416666667,Horror
Séance Games: Metaxu,3.2,256,1.433333333,Horror
The Lost Daughter,5.6,348,1.65,Horror
Freelance,4.8,400,1.833333333,Horror
Bogieville,3.9,678,1.8,Horror
Another Cabin in the Woods Movie,4.7,246,1.283333333,Horror
Life of Belle,5,736,1.216666667,Horror
Phallacies,8.7,8,1.683333333,Horror
Invader,4.6,176,1.166666667,Horror
Iconic,4.9,471,1.5,Horror
Possession: Kerasukan,3.5,313,1.566666667,Horror
Sakaratul Maut,5.4,197,1.783333333,Horror
The Forbidden Camp: Mass Possession,6.1,396,1.866666667,Horror
Down Below,2.6,221,1.55,Horror
Drained,4.5,339,1.783333333,Horror
Clickbait: Unfollowed,4.9,622,1.5,Horror
Slay,6.5,1300,1.65,Horror
Riders,6.3,536,1.75,Horror
Protein,6.8,87,1.666666667,Horror
Territory,4.7,96,1.55,Horror
Buzz House: The Movie,3.2,1400,1.55,Horror
Suckers,2.3,134,1.116666667,Horror
Last Stop: Rocafort St.,4.1,526,1.483333333,Horror
Dagr,4.2,2800,1.283333333,Horror
Crackcoon,3.6,479,1.466666667,Horror
The Curse of the Necklace,4.5,1500,1.65,Horror
Broken Bird,5.8,130,1.65,Horror
Amp House Massacre,3.8,201,1.333333333,Horror
Black Spines,6.9,25,1.666666667,Horror
Cinderella's Revenge,3.7,1200,1.416666667,Horror
Name the Demon,3.5,182,1.283333333,Horror
Bhavanam: The Haunted House,6.5,19,2.316666667,Horror
The Seductress from Hell,6.1,23,1.7,Horror
Xoftex,6,66,1.65,Horror
Pinnil Oral,7.4,433,2.116666667,Horror
Do Not Enter,5.3,701,1.416666667,Horror
We Are Wolves,3.4,285,1.616666667,Horror
Cinderella's Curse,3.4,1400,1.366666667,Horror
Murder Mubarak,5.8,51000,2.333333333,Horror
X Files,2.5,77,1.233333333,Horror
The Little Mermaid,3.5,226,1.483333333,Horror
Frankie Freako,5.5,1400,1.416666667,Horror
Gacy: Serial Killer Next Door,3.3,494,1.616666667,Horror
Heretics,2.7,131,1.383333333,Horror
Rippy,4.2,1000,1.383333333,Horror
Crescent City,3.9,1500,1.716666667,Horror
Sunrise,3.9,1300,1.55,Horror
Hell Hole,4.5,1400,1.533333333,Horror
Bloody Axe Wound,5,1100,1.383333333,Horror
Bleeding,4.2,397,1.616666667,Horror
The Monster Beneath Us,5.1,507,1.716666667,Horror
Kalinga,6.6,9600,1.933333333,Horror
